[2025-05-15 13:58:06,758] [16768] [MainThread] [INFO] (monailabel.interfaces.utils.app:37) - Initializing App from: D:\Github\ABSE_Project\apps\radiology; studies: D:\Github\ABSE_Project\KneeDataset; conf: {'models': 'deepedit'}
[2025-05-15 14:45:44,298] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 552839-5 => 552839-5.nii
[2025-05-15 14:45:44,298] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 554377-5 => 554377-5.nii
[2025-05-15 14:45:44,299] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 554495-5 => 554495-5.nii
[2025-05-15 14:45:44,299] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 554499-5 => 554499-5.nii
[2025-05-15 14:45:44,299] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 555003-5 => 555003-5.nii
[2025-05-15 14:45:44,301] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 555019-5 => 555019-5.nii
[2025-05-15 14:45:44,301] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 555031-5 => 555031-5.nii
[2025-05-15 14:45:44,301] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 557202-5 => 557202-5.nii
[2025-05-15 14:45:44,302] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 557229-5 => 557229-5.nii
[2025-05-15 14:45:44,302] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 557655-7 => 557655-7.nii
[2025-05-15 14:45:44,303] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 557711-5 => 557711-5.nii
[2025-05-15 14:45:44,303] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 557719-5 => 557719-5.nii
[2025-05-15 14:45:44,303] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 559079-5 => 559079-5.nii
[2025-05-15 14:45:44,304] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 559390-5 => 559390-5.nii
[2025-05-15 14:45:44,304] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 560649-5 => 560649-5.nii
[2025-05-15 14:45:44,304] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 560659-5 => 560659-5.nii
[2025-05-15 14:45:44,305] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 560665-5 => 560665-5.nii
[2025-05-15 14:45:44,305] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 560718-5 => 560718-5.nii
[2025-05-15 14:45:44,306] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 561654-7 => 561654-7.nii
[2025-05-15 14:45:44,306] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 561659-7 => 561659-7.nii
[2025-05-15 14:45:44,306] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 561964-5 => 561964-5.nii
[2025-05-15 14:45:44,307] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 561983-5 => 561983-5.nii
[2025-05-15 14:45:44,307] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 562893-5 => 562893-5.nii
[2025-05-15 14:45:44,308] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 562961-5 => 562961-5.nii
[2025-05-15 14:45:44,308] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 563359-5 => 563359-5.nii
[2025-05-15 14:45:44,309] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 563415-5 => 563415-5.nii
[2025-05-15 14:45:44,309] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 563422-5 => 563422-5.nii
[2025-05-15 14:45:44,310] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 563429-5 => 563429-5.nii
[2025-05-15 14:45:44,310] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 563432-5 => 563432-5.nii
[2025-05-15 14:45:44,310] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 563519-10 => 563519-10.nii
[2025-05-15 14:45:44,310] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 564317-5 => 564317-5.nii
[2025-05-15 14:45:44,312] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 566015-5 => 566015-5.nii
[2025-05-15 14:45:44,312] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 566022-5 => 566022-5.nii
[2025-05-15 14:45:44,312] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 566069-5 => 566069-5.nii
[2025-05-15 14:45:44,313] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 566082-5 => 566082-5.nii
[2025-05-15 14:45:44,313] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 566089-5 => 566089-5.nii
[2025-05-15 14:45:44,314] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 566095-5 => 566095-5.nii
[2025-05-15 14:45:44,314] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 566236-5 => 566236-5.nii
[2025-05-15 14:45:44,315] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 567480-8 => 567480-8.nii
[2025-05-15 14:45:44,315] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 568862-5 => 568862-5.nii
[2025-05-15 14:45:44,315] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 568871-5 => 568871-5.nii
[2025-05-15 14:45:44,315] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 568916-5 => 568916-5.nii
[2025-05-15 14:45:44,316] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 568937-5 => 568937-5.nii
[2025-05-15 14:45:44,316] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 568943-5 => 568943-5.nii
[2025-05-15 14:45:44,316] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 569264-5 => 569264-5.nii
[2025-05-15 14:45:44,318] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 569768-5 => 569768-5.nii
[2025-05-15 14:45:44,318] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 570373-5 => 570373-5.nii
[2025-05-15 14:45:44,318] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 571707-5 => 571707-5.nii
[2025-05-15 14:45:44,318] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 571778-5 => 571778-5.nii
[2025-05-15 14:45:44,319] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 572059-5 => 572059-5.nii
[2025-05-15 14:45:44,319] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 572093-5 => 572093-5.nii
[2025-05-15 14:45:44,319] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 574468-5 => 574468-5.nii
[2025-05-15 14:45:44,320] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 574851-5 => 574851-5.nii
[2025-05-15 14:45:44,320] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 576971-5 => 576971-5.nii
[2025-05-15 14:45:44,320] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 579840-5 => 579840-5.nii
[2025-05-15 14:45:44,321] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 579883-5 => 579883-5.nii
[2025-05-15 14:45:44,321] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 580017-5 => 580017-5.nii
[2025-05-15 14:45:44,321] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 580420-5 => 580420-5.nii
[2025-05-15 14:45:44,323] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 580449-5 => 580449-5.nii
[2025-05-15 14:45:44,323] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 580637-5 => 580637-5.nii
[2025-05-15 14:45:44,323] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 580637-6 => 580637-6.nii
[2025-05-15 14:45:44,324] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 581844-5 => 581844-5.nii
[2025-05-15 14:45:44,324] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 582678-5 => 582678-5.nii
[2025-05-15 14:45:44,324] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 582708-5 => 582708-5.nii
[2025-05-15 14:45:44,325] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 582721-5 => 582721-5.nii
[2025-05-15 14:45:44,325] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 582730-5 => 582730-5.nii
[2025-05-15 14:45:44,325] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 584099-5 => 584099-5.nii
[2025-05-15 14:45:44,326] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 584179-5 => 584179-5.nii
[2025-05-15 14:45:44,327] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 584196-5 => 584196-5.nii
[2025-05-15 14:45:44,327] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 584216-5 => 584216-5.nii
[2025-05-15 14:45:44,327] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 584216-8 => 584216-8.nii
[2025-05-15 14:45:44,328] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 584216-9 => 584216-9.nii
[2025-05-15 14:45:44,328] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 584916-6 => 584916-6.nii
[2025-05-15 14:45:44,329] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 585526-5 => 585526-5.nii
[2025-05-15 14:45:44,329] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 587683-5 => 587683-5.nii
[2025-05-15 14:45:44,329] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 587708-8 => 587708-8.nii
[2025-05-15 14:45:44,330] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 587739-5 => 587739-5.nii
[2025-05-15 14:45:44,330] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 588303-5 => 588303-5.nii
[2025-05-15 14:45:44,331] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 588775-5 => 588775-5.nii
[2025-05-15 14:45:44,331] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 588912-5 => 588912-5.nii
[2025-05-15 14:45:44,331] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 590262-5 => 590262-5.nii
[2025-05-15 14:45:44,332] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 590642-5 => 590642-5.nii
[2025-05-15 14:45:44,332] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 591144-5 => 591144-5.nii
[2025-05-15 14:45:44,332] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 591444-5 => 591444-5.nii
[2025-05-15 14:45:44,333] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 591529-5 => 591529-5.nii
[2025-05-15 14:45:44,333] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 593558-5 => 593558-5.nii
[2025-05-15 14:45:44,333] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 593613-5 => 593613-5.nii
[2025-05-15 14:45:44,333] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 593625-5 => 593625-5.nii
[2025-05-15 14:45:44,335] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 594492-5 => 594492-5.nii
[2025-05-15 14:45:44,335] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 595176-5 => 595176-5.nii
[2025-05-15 14:45:44,335] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 595279-5 => 595279-5.nii
[2025-05-15 14:45:44,336] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 595740-5 => 595740-5.nii
[2025-05-15 14:45:44,336] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 596077-5 => 596077-5.nii
[2025-05-15 14:45:44,336] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 596970-5 => 596970-5.nii
[2025-05-15 14:45:44,336] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 597509-5 => 597509-5.nii
[2025-05-15 14:45:44,336] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 597514-5 => 597514-5.nii
[2025-05-15 14:45:44,337] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 597547-5 => 597547-5.nii
[2025-05-15 14:45:44,337] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 598322-5 => 598322-5.nii
[2025-05-15 14:45:44,337] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 600136-5 => 600136-5.nii
[2025-05-15 14:45:44,339] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 600139-5 => 600139-5.nii
[2025-05-15 14:45:44,339] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 600142-5 => 600142-5.nii
[2025-05-15 14:45:44,339] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 600582-6 => 600582-6.nii
[2025-05-15 14:45:44,340] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 600771-5 => 600771-5.nii
[2025-05-15 14:45:44,340] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 601065-5 => 601065-5.nii
[2025-05-15 14:45:44,340] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 601122-5 => 601122-5.nii
[2025-05-15 14:45:44,340] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 601363-5 => 601363-5.nii
[2025-05-15 14:45:44,341] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 602331-5 => 602331-5.nii
[2025-05-15 14:45:44,341] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 602341-5 => 602341-5.nii
[2025-05-15 14:45:44,341] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 605630-5 => 605630-5.nii
[2025-05-15 14:45:44,342] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 606059-5 => 606059-5.nii
[2025-05-15 14:45:44,342] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 606936-5 => 606936-5.nii
[2025-05-15 14:45:44,342] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 606960-5 => 606960-5.nii
[2025-05-15 14:45:44,343] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 606988-5 => 606988-5.nii
[2025-05-15 14:45:44,343] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 607514-5 => 607514-5.nii
[2025-05-15 14:45:44,343] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 608173-5 => 608173-5.nii
[2025-05-15 14:45:44,344] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 610597-5 => 610597-5.nii
[2025-05-15 14:45:44,344] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 610677-5 => 610677-5.nii
[2025-05-15 14:45:44,344] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 613253-5 => 613253-5.nii
[2025-05-15 14:45:44,345] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 614613-5 => 614613-5.nii
[2025-05-15 14:45:44,345] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 615220-5 => 615220-5.nii
[2025-05-15 14:45:44,346] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 615440-5 => 615440-5.nii
[2025-05-15 14:45:44,346] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 616156-5 => 616156-5.nii
[2025-05-15 14:45:44,346] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 616731-5 => 616731-5.nii
[2025-05-15 14:45:44,347] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 618174-5 => 618174-5.nii
[2025-05-15 14:45:44,347] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 618362-5 => 618362-5.nii
[2025-05-15 14:45:44,348] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 619109-5 => 619109-5.nii
[2025-05-15 14:45:44,348] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 619118-5 => 619118-5.nii
[2025-05-15 14:45:44,348] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 619143-5 => 619143-5.nii
[2025-05-15 14:45:44,349] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 619855-5 => 619855-5.nii
[2025-05-15 14:45:44,349] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 619863-5 => 619863-5.nii
[2025-05-15 14:45:44,349] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 621974-5 => 621974-5.nii
[2025-05-15 14:45:44,349] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 621986-5 => 621986-5.nii
[2025-05-15 14:45:44,351] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 622040-5 => 622040-5.nii
[2025-05-15 14:45:44,351] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 622688-5 => 622688-5.nii
[2025-05-15 14:45:44,351] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 623884-5 => 623884-5.nii
[2025-05-15 14:45:44,352] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 624751-5 => 624751-5.nii
[2025-05-15 14:45:44,352] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 624797-5 => 624797-5.nii
[2025-05-15 14:45:44,352] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 626139-5 => 626139-5.nii
[2025-05-15 14:45:44,352] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 626422-5 => 626422-5.nii
[2025-05-15 14:45:44,353] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 626645-5 => 626645-5.nii
[2025-05-15 14:45:44,353] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 626657-5 => 626657-5.nii
[2025-05-15 14:45:44,353] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 627639-5 => 627639-5.nii
[2025-05-15 14:45:44,353] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 627649-5 => 627649-5.nii
[2025-05-15 14:45:44,353] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 629160-5 => 629160-5.nii
[2025-05-15 14:45:44,354] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 629729-5 => 629729-5.nii
[2025-05-15 14:45:44,354] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 630135-5 => 630135-5.nii
[2025-05-15 14:45:44,354] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 630633-5 => 630633-5.nii
[2025-05-15 14:45:44,356] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 630664-6 => 630664-6.nii
[2025-05-15 14:45:44,356] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 630685-5 => 630685-5.nii
[2025-05-15 14:45:44,356] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 630694-5 => 630694-5.nii
[2025-05-15 14:45:44,356] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 632579-5 => 632579-5.nii
[2025-05-15 14:45:44,357] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 633387-5 => 633387-5.nii
[2025-05-15 14:45:44,357] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 633759-5 => 633759-5.nii
[2025-05-15 14:45:44,357] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 633927-5 => 633927-5.nii
[2025-05-15 14:45:44,357] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 634187-5 => 634187-5.nii
[2025-05-15 14:45:44,358] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 634511-5 => 634511-5.nii
[2025-05-15 14:45:44,358] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 635516-5 => 635516-5.nii
[2025-05-15 14:45:44,359] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 638165-5 => 638165-5.nii
[2025-05-15 14:45:44,359] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 638190-5 => 638190-5.nii
[2025-05-15 14:45:44,359] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 638231-5 => 638231-5.nii
[2025-05-15 14:45:44,360] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 638534-5 => 638534-5.nii
[2025-05-15 14:45:44,360] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 641111-5 => 641111-5.nii
[2025-05-15 14:45:44,360] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 641156-5 => 641156-5.nii
[2025-05-15 14:45:44,362] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 641768-5 => 641768-5.nii
[2025-05-15 14:45:44,362] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 641907-5 => 641907-5.nii
[2025-05-15 14:45:44,362] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 642414-9 => 642414-9.nii
[2025-05-15 14:45:44,363] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 642940-5 => 642940-5.nii
[2025-05-15 14:45:44,363] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 643623-5 => 643623-5.nii
[2025-05-15 14:45:44,363] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 644191-5 => 644191-5.nii
[2025-05-15 14:45:44,363] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 644883-5 => 644883-5.nii
[2025-05-15 14:45:44,364] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 644982-5 => 644982-5.nii
[2025-05-15 14:45:44,364] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 645117-5 => 645117-5.nii
[2025-05-15 14:45:44,364] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 645849-5 => 645849-5.nii
[2025-05-15 14:45:44,364] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 647723-5 => 647723-5.nii
[2025-05-15 14:45:44,365] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 647779-5 => 647779-5.nii
[2025-05-15 14:45:44,365] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 648536-5 => 648536-5.nii
[2025-05-15 14:45:44,365] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 649208-5 => 649208-5.nii
[2025-05-15 14:45:44,365] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 649280-8 => 649280-8.nii
[2025-05-15 14:45:44,367] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 652255-5 => 652255-5.nii
[2025-05-15 14:45:44,367] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 656270-5 => 656270-5.nii
[2025-05-15 14:45:44,367] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 661531-5 => 661531-5.nii
[2025-05-15 14:45:44,368] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 662323-5 => 662323-5.nii
[2025-05-15 14:45:44,368] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 663898-5 => 663898-5.nii
[2025-05-15 14:45:44,368] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 663927-5 => 663927-5.nii
[2025-05-15 14:45:44,368] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 666063-5 => 666063-5.nii
[2025-05-15 14:45:44,369] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 666261-8 => 666261-8.nii
[2025-05-15 14:45:44,369] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 666927-5 => 666927-5.nii
[2025-05-15 14:45:44,369] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 666931-5 => 666931-5.nii
[2025-05-15 14:45:44,369] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 669290-5 => 669290-5.nii
[2025-05-15 14:45:44,370] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 670444-5 => 670444-5.nii
[2025-05-15 14:45:44,370] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 670486-5 => 670486-5.nii
[2025-05-15 14:45:44,370] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 670591-5 => 670591-5.nii
[2025-05-15 14:45:44,371] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 670898-5 => 670898-5.nii
[2025-05-15 14:45:44,371] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 671254-5 => 671254-5.nii
[2025-05-15 14:45:44,372] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 671274-5 => 671274-5.nii
[2025-05-15 14:45:44,372] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 671572-5 => 671572-5.nii
[2025-05-15 14:45:44,372] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 673486-5 => 673486-5.nii
[2025-05-15 14:45:44,373] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 673588-5 => 673588-5.nii
[2025-05-15 14:45:44,374] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 673647-5 => 673647-5.nii
[2025-05-15 14:45:44,374] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 676034-5 => 676034-5.nii
[2025-05-15 14:45:44,374] [28940] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: 676105-5 => 676105-5.nii
